tipo,odor,cor_chapeu,cor_branquias,regiao,cor_esporos
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Cinzento,Cinzento,Gramados,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Branco,Rosa,Gramados,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Comestivel,Nenhum,Cinzento,Branco,Gramados,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Branco,Rosa,Gramados,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Castanho,Laranja,Folhas Mortas,Laranja
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Branco,Cinzento,Gramados,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Comestivel,Nenhum,Cinzento,Cinzento,Gramados,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Branco,Branco,Gramados,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Mofado,Vermelho,Branco,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Castanho,Castanho,Folhas Mortas,Amarelo
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Castanho,Castanho,Folhas Mortas,Laranja
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Branco,Cinzento,Gramados,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Comestivel,Nenhum,Branco,Rosa,Gramados,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Branco,Rosa,Gramados,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Castanho,Castanho,Folhas Mortas,Chocolate
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Picante,Castanho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Peixe,Vermelho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Picante,Vermelho,Chocolate,Caminhos,Branco
Venenoso,Peixe,Vermelho,Chocolate,Caminhos,Branco
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Branco
